,PCTBLACK,PCTWHITE,COUNT,PCTHISPANIC,surname,frequency,PCTASIAN,others
108394,0.0,7.55,503,9.74,quitugua,69.0,63.42,0
2498,0.0,29.71,350,2.0,allery,69.0,59.14,0
47407,9.73,7.96,113,0.0,gasu,69.0,59.29,0
141417,0.0,8.46,272,10.66,villaroman,69.0,77.21,0
46547,0.0,10.63,160,5.0,galura,69.0,74.38,0
71458,0.0,0.0,157,0.0,korrapati,69.0,96.82,0
124284,8.43,3.37,178,0.0,sinah,69.0,85.96,0
70511,0.0,0.0,183,0.0,koduru,69.0,98.36,0
115224,5.83,5.83,120,0.0,ruparelia,69.0,80.0,0
135872,13.01,23.58,123,0.0,toung,69.0,54.47,0
59271,0.0,12.86,140,5.0,hisamoto,69.0,65.71,0
100441,0.0,3.27,153,6.54,paguia,69.0,88.89,0
132540,0.0,5.65,177,0.0,tantoco,70.0,90.4,0
148462,0.0,2.88,521,1.92,yumul,70.0,88.1,0
93430,0.0,6.9,116,0.0,mukadam,70.0,88.79,0
64752,0.0,2.93,648,6.79,jocson,70.0,86.57,0
131879,0.0,6.94,144,4.17,taala,70.0,74.31,0
130550,0.0,13.97,179,7.26,sueoka,70.0,70.39,0
102236,0.0,0.0,353,3.12,payumo,70.0,92.63,0
91125,0.0,8.85,192,2.6,mitsunaga,70.0,81.25,0
51252,0.0,0.0,115,0.0,goundar,70.0,71.3,0
38790,0.0,6.31,111,0.0,elisara,70.0,76.58,0
138572,0.0,0.0,142,0.0,vaddi,70.0,97.89,0
124641,0.0,0.0,145,0.0,sivaramakrishna,70.0,100.0,0
65097,3.17,5.82,189,5.29,joves,70.0,82.01,0
71848,2.47,9.88,243,0.0,kour,70.0,85.19,0
73390,0.0,8.59,128,0.0,kumasaka,70.0,74.22,0
33422,0.0,0.0,293,0.0,dhungel,70.0,93.86,0
4035,0.0,6.77,606,12.87,aranas,70.0,73.27,0
118017,25.92,10.48,544,2.02,sawh,70.0,55.150000000000000,0
79386,0.0,15.74,197,29.44,lizaso,70.0,51.78,0
105537,0.0,6.19,113,28.32,poblador,70.0,58.41,0
74783,0.0,9.38,128,5.47,lambino,70.0,83.59,0
126573,0.0,1.79,391,0.0,soung,70.0,96.42,0
96372,0.0,6.04,149,0.0,nijhawan,70.0,89.26,0
143174,0.0,3.27,275,0.0,waraich,70.0,96.73,0
115874,0.0,0.0,121,14.05,sadana,70.0,84.3,0
20824,0.0,3.16,538,2.6,capulong,70.0,89.03,0
55815,0.0,0.0,117,0.0,hartanto,71.0,97.44,0
141373,0.0,2.94,204,7.84,villaluna,71.0,86.76,0
100446,0.0,41.46,123,0.0,pahal,71.0,53.66,0
58776,0.0,6.82,132,0.0,hikida,71.0,75.0,0
82173,0.0,6.0,733,3.27,madamba,71.0,81.99,0
94321,0.0,5.38,353,3.12,nabong,71.0,83.85,0
53249,0.0,6.93,202,10.4,guico,71.0,78.71,0
109279,20.78,8.45,438,4.79,ramnarain,71.0,57.990000000000000,0
99441,0.0,37.93,116,0.0,ortley,71.0,52.59,0
135152,0.0,0.0,270,3.7,toilolo,71.0,78.52,0
29946,1.44,2.1,762,0.66,darji,71.0,94.36,0
37131,22.69,0.0,119,0.0,durias,71.0,61.34,0
9085,0.0,40.18,112,0.0,baylen,71.0,53.57,0
147582,0.0,0.0,127,8.66,yagin,71.0,77.95,0
6953,0.0,5.14,292,2.74,balatbat,72.0,82.53,0
82940,0.0,25.78,225,0.0,makhani,72.0,66.22,0
138222,0.0,0.0,312,0.0,uppalapati,72.0,98.72,0
106796,0.0,0.0,232,0.0,preap,72.0,92.67,0
148333,0.0,4.82,166,0.0,younas,72.0,90.36,0
82586,0.0,1.92,469,2.77,magsino,72.0,92.75,0
19530,0.0,6.76,281,13.88,cabico,72.0,70.82,0
65462,0.0,3.49,258,5.43,kaawa,72.0,59.3,0
6534,0.0,2.62,839,5.36,badua,72.0,80.69,0
124115,0.0,0.0,130,4.62,silwal,72.0,88.46,0
23972,0.0,2.6,192,0.0,chivukula,72.0,94.27,0
4791,0.0,1.77,282,7.09,arquero,72.0,83.34,0
57512,0.0,3.68,435,2.07,hemani,72.0,89.89,0
45865,0.0,5.79,190,0.0,furutani,72.0,83.16,0
7381,0.0,4.47,470,3.62,banaag,72.0,85.32,0
100383,0.0,7.14,112,15.18,pagay,73.0,66.07,0
45638,0.0,0.0,118,0.0,fukumitsu,73.0,80.51,0
63556,0.0,0.0,159,0.0,jaganathan,73.0,96.86,0
100507,0.0,6.47,170,6.47,paje,73.0,82.35,0
74161,0.0,7.85,573,23.56,lachica,73.0,65.45,0
98854,0.0,7.3,137,10.95,onaka,73.0,61.31,0
65259,0.0,5.6,125,0.0,jumani,73.0,90.4,0
29113,1.41,7.15,993,5.54,dacanay,73.0,77.64,0
57704,0.0,0.0,270,0.0,henio,73.0,96.67,0
29673,0.0,4.2,143,0.0,dangol,73.0,90.91,0
107325,0.0,7.51,173,8.09,protacio,73.0,80.35,0
83050,0.0,0.0,110,0.0,malapitan,73.0,98.18,0
11598,24.58,5.93,118,0.0,bhairo,73.0,55.08,0
68309,0.0,0.0,188,0.0,khalique,73.0,92.02,0
23948,0.0,11.97,142,3.52,chitkara,73.0,78.17,0
9682,0.0,0.91,1540,2.21,begaye,74.0,95.65,0
85585,0.0,4.38,320,0.0,matharu,74.0,91.56,0
79368,0.0,1.86,376,2.66,liwag,74.0,93.35,0
97413,3.09,0.0,162,0.0,nunna,74.0,93.21,0
106159,13.64,17.42,132,0.0,poonai,74.0,53.03,0
6960,0.0,27.43,113,5.31,balba,74.0,64.6,0
51305,0.0,0.0,156,0.0,govindaraju,74.0,99.36,0
11126,0.0,5.3,132,10.61,bersamin,74.0,73.48,0
102388,0.0,5.65,283,2.83,pecson,74.0,81.98,0
104122,0.0,0.0,210,0.0,phok,74.0,92.38,0
48748,0.0,6.4,203,0.0,ghumman,74.0,90.64,0
117737,0.0,0.0,111,0.0,satapathy,75.0,99.1,0
6513,0.0,0.0,112,0.0,badlani,75.0,93.75,0
62310,0.0,0.0,113,20.35,ibera,75.0,75.22,0
141413,0.0,6.22,547,20.29,villarin,75.0,66.91,0
11654,0.0,10.83,277,2.89,bhojwani,75.0,77.26,0
144991,0.0,6.69,254,4.33,whitefeather,75.0,81.5,0
134914,0.0,1.54,518,2.32,tith,75.0,92.86,0
21632,0.0,19.26,353,9.35,casem,75.0,54.11,0
22762,0.0,0.0,118,0.0,chadalavada,75.0,95.76,0
19595,0.0,4.03,720,20.28,cachola,75.0,66.39,0
132312,0.0,1.86,322,0.0,talluri,75.0,96.58,0
58779,0.0,9.21,152,0.0,hilado,75.0,83.55,0
110328,0.0,11.4,272,5.51,redcloud,75.0,77.21,0
131934,0.0,5.26,304,15.46,tabios,75.0,72.04,0
109000,0.0,15.38,130,0.0,rajabali,76.0,75.38,0
142163,0.0,0.0,246,2.03,vongsa,76.0,93.5,0
24287,0.0,5.92,473,1.48,chugh,76.0,89.22,0
70343,0.0,6.58,243,0.0,kobata,76.0,83.13,0
60687,0.0,5.49,237,0.0,horng,76.0,89.45,0
70496,0.0,1.08,651,0.0,kodali,76.0,98.0,0
28452,0.0,3.83,261,9.58,cudal,76.0,80.46,0
24841,0.0,1.7,353,2.27,clah,76.0,93.48,0
65022,0.0,3.76,133,9.77,josafat,76.0,78.95,0
70510,0.0,2.47,243,0.0,koduri,76.0,95.47,0
12367,0.0,6.77,133,0.0,birdi,77.0,87.22,0
29862,0.0,2.27,264,3.79,daquioag,77.0,87.12,0
67299,0.0,2.99,268,0.0,keams,77.0,92.16,0
68418,1.58,2.85,316,0.0,khullar,77.0,92.41,0
82948,3.47,0.0,173,11.56,makil,77.0,80.35,0
66107,0.0,0.0,145,0.0,kamineni,77.0,94.48,0
6690,0.3,23.27,2011,1.19,bahe,77.0,73.05,0
17547,0.0,17.89,218,0.0,bruguier,77.0,75.23,0
51062,0.0,0.0,212,0.0,gosai,77.0,93.87,0
141347,0.0,0.0,212,31.6,villaflores,77.0,65.09,0
20058,0.0,9.63,187,5.35,caluza,77.0,81.28,0
81795,0.0,4.96,141,8.51,macam,77.0,82.27,0
31776,0.0,26.76,142,14.08,deloso,77.0,50.0,0
11668,0.0,4.1,268,2.24,bhutani,77.0,92.16,0
73459,0.0,10.87,138,0.0,kunitake,77.0,81.16,0
23240,0.0,8.57,175,0.0,chaudary,77.0,89.14,0
23677,0.0,0.0,297,0.0,chhuon,77.0,95.29,0
29200,0.0,5.28,284,0.0,dagdag,77.0,89.79,0
74246,0.0,4.31,116,0.0,ladak,77.0,90.52,0
23664,0.0,0.0,309,1.94,chhin,78.0,95.15,0
115823,0.0,4.0,200,5.0,sacdalan,78.0,88.0,0
130958,0.0,0.0,147,0.0,surati,78.0,92.52,0
20764,0.0,9.15,328,7.93,caluya,78.0,72.87,0
7612,0.0,5.76,139,0.0,baqai,78.0,84.89,0
95990,0.0,0.75,1203,1.0,nghiem,78.0,96.92,0
85735,0.0,7.35,136,0.0,matsunami,78.0,77.21,0
38052,0.0,7.71,415,8.92,edralin,78.0,76.63,0
