,PCTBLACK,PCTWHITE,COUNT,PCTHISPANIC,surname,frequency,PCTASIAN,others
57510,0.0,17.43,1021,1.08,hem,3543.0,77.08,0
4016,0.0,10.24,820,2.8,arai,3552.0,77.93,0
62966,0.0,5.16,698,1.15,irfan,3552.0,90.11,0
92612,0.0,9.32,1986,7.5,morita,3553.0,72.96,0
116405,21.44,13.54,3317,1.96,saleem,3561.0,58.03,0
117732,0.0,29.85,134,5.22,sata,3578.0,54.48,0
15814,0.0,7.46,469,6.82,braganza,3580.0,80.6,0
73901,0.0,0.0,724,2.62,kyi,3592.0,94.06,0
71107,1.65,26.09,1211,5.04,kono,3592.0,58.55,0
58507,10.79,12.31,593,0.0,hew,3596.0,60.2,0
94570,0.0,4.9,2431,2.96,nakagawa,3597.0,80.46,0
66215,0.0,7.08,240,0.0,kanazawa,3606.0,87.08,0
93964,0.0,1.6,312,0.0,murugan,3612.0,95.19,0
138030,7.53,25.34,146,0.0,ulu,3618.0,54.11,0
132138,0.0,11.57,216,6.94,taito,3619.0,67.13,0
117110,15.65,10.69,262,8.78,sanga,3620.0,61.45,0
91591,0.26,4.99,2707,1.15,mok,3624.0,90.99,0
37911,8.54,8.13,246,11.38,eda,3628.0,70.33,0
147662,0.0,4.3,442,2.49,yamazaki,3633.0,90.05,0
109384,0.0,17.44,172,6.4,ramu,3642.0,74.42,0
106694,0.49,2.46,2236,1.12,pradhan,3653.0,92.98,0
12073,0.0,0.0,297,0.0,biju,3655.0,98.99,0
67256,0.0,6.63,1463,1.5,kazi,3656.0,85.85,0
57865,0.0,2.27,1319,0.0,heo,3657.0,96.66,0
51301,0.0,2.82,284,0.0,govind,3659.0,83.45,0
145004,1.59,7.58,567,2.29,whitehorse,3661.0,84.66,1
59119,1.78,25.39,449,3.34,hino,3663.0,60.13,0
8562,3.75,32.28,347,0.0,bashar,3673.0,60.23,0
102386,0.0,4.0,150,32.67,pecos,3676.0,60.67,0
94827,0.0,14.04,292,0.0,narita,3686.0,75.68,0
135011,7.43,18.24,148,14.86,toba,3690.0,54.05,0
55588,0.0,8.06,211,0.0,harish,3698.0,89.1,0
61671,3.17,9.92,252,0.0,humayun,3706.0,79.37,0
90550,6.72,19.4,134,4.48,mim,3708.0,67.16,0
22468,0.56,1.29,1239,7.43,cen,3715.0,89.75,0
88505,0.0,7.84,1415,0.92,mehra,3719.0,85.8,0
73354,0.0,2.33,4506,0.44,kulkarni,3728.0,95.87,0
45635,0.0,5.63,1562,3.2,fukuda,3728.0,80.54,0
13981,0.0,0.0,146,13.7,bohol,3734.0,69.18,0
6673,0.0,6.8,412,4.37,baguio,3734.0,82.77,0
132424,0.98,11.67,2040,2.65,tamura,3736.0,71.12,0
108815,0.0,1.84,1144,0.0,raghavan,3741.0,95.89,0
130726,0.26,9.62,3471,0.75,sultana,3748.0,87.38000000000000,0
77303,1.38,19.64,1161,11.37,lem,3754.0,62.540000000000000,0
90622,0.0,11.5,113,11.5,mindoro,3756.0,51.33,0
56235,0.0,7.58,620,2.9,hattori,3766.0,78.71,0
6238,0.0,10.19,726,2.62,babar,3768.0,81.54,0
91221,0.0,11.02,118,0.0,mizuki,3783.0,76.27,0
40653,0.0,14.14,198,5.56,fabia,3784.0,71.21,0
22962,5.14,29.43,778,0.0,chanda,3784.0,61.18,0
124428,0.0,8.41,416,10.34,sio,3787.0,73.08,0
63557,3.5,6.5,200,0.0,jagannath,3788.0,88.0,0
117123,3.33,4.0,150,0.0,sangh,3789.0,89.33,0
73892,0.0,3.61,858,0.93,kyaw,3792.0,93.01,0
39307,0.0,8.6,1652,4.24,endo,3803.0,77.24,0
24021,0.18,2.12,7776,0.85,choe,3805.0,94.57,0
137870,0.0,4.78,502,2.39,ueno,3809.0,87.25,0
55384,0.54,4.0,2778,0.9,haque,3819.0,91.08,0
5183,0.0,5.21,1995,1.7,aslam,3820.0,88.02,0
50886,15.68,5.95,185,0.0,gopher,3822.0,74.59,0
121161,0.0,29.93,745,1.34,sek,3825.0,64.7,0
122072,7.75,12.54,981,0.0,shafi,3833.0,71.25,0
3876,0.0,9.75,359,3.9,aoyama,3833.0,73.26,0
95582,0.0,21.9,210,8.1,ner,3834.0,66.67,0
66218,8.81,13.67,783,2.81,kanda,3835.0,67.82,0
124787,12.4,20.84,379,4.75,skeet,3836.0,60.42,0
23773,0.0,2.04,245,0.0,chih,3837.0,93.88,0
103415,3.94,1.31,457,4.38,perumal,3840.0,87.09,0
135071,1.26,28.3,477,1.89,toda,3842.0,65.2,1
77464,0.81,17.58,1610,2.8,leng,3844.0,76.4,0
23458,0.0,2.95,1663,1.98,cheong,3846.0,89.84,0
121862,0.0,24.73,283,0.0,seu,3858.0,65.02,0
63108,0.0,6.35,1322,6.13,ishida,3859.0,77.76,0
96605,0.0,3.5,1372,0.95,niu,3864.0,91.25,0
56002,0.0,5.58,1559,2.69,hasegawa,3864.0,81.21,0
130866,0.0,20.35,113,10.62,sundown,3866.0,60.17,0
94638,7.07,31.82,198,5.56,nama,3884.0,50.0,0
148151,0.0,1.33,1056,0.0,yiu,3889.0,96.69,0
133702,0.0,16.94,124,13.71,teton,3901.0,65.32,0
2392,14.09,10.78,1391,1.37,akram,3902.0,69.09,0
54538,0.0,23.94,589,3.4,hak,3903.0,70.97,0
108027,0.0,0.0,192,0.0,qiang,3928.0,97.4,0
55942,30.0,11.6,250,0.0,harun,3929.0,54.4,0
30126,1.58,1.81,443,2.26,datu,3929.0,91.87,0
48652,8.82,16.79,1179,0.0,ghani,3930.0,61.58,0
147851,0.0,2.52,515,2.72,yasmin,3933.0,89.32,0
117760,1.61,0.0,310,0.0,satish,3943.0,96.77,0
124595,8.43,20.48,166,0.0,sith,3951.0,68.07,0
61831,0.0,5.55,2199,0.59,hur,3956.0,92.0,0
95106,0.26,2.9,1930,0.62,nayak,3962.0,94.04,0
82248,0.0,3.11,514,0.0,madhavan,3962.0,92.61,0
49462,0.0,6.21,789,0.0,giri,3962.0,89.99,0
64628,0.0,2.15,792,0.0,jiao,3966.0,96.34,0
24110,0.2,3.14,3530,1.13,choudhury,3976.0,92.74,0
85729,0.0,6.33,1059,1.79,matsui,3989.0,81.59,0
81366,2.68,28.19,596,17.28,lupe,3994.0,50.510000000000000,0
127460,3.3,2.83,212,0.0,srinivasa,4000.0,91.04,0
123645,0.29,3.9,8502,1.15,siddiqui,4003.0,90.8,0
143488,5.64,13.09,940,2.23,watchman,4008.0,75.75,0
135850,0.0,10.9,312,4.17,tou,4009.0,78.85,0
4201,1.78,30.55,1126,3.64,ando,4012.0,59.68,0
64305,0.0,10.78,993,2.01,jee,4019.0,82.18,0
147516,0.0,0.0,169,10.65,xiu,4024.0,88.76,0
11592,0.52,3.59,1726,0.0,bhagat,4029.0,92.58,0
94428,0.0,6.7,761,1.05,nagai,4031.0,84.49,0
68635,0.0,7.81,960,1.25,kikuchi,4051.0,80.42,0
6097,0.0,16.46,966,15.63,ayub,4057.0,56.94,0
5272,11.94,13.43,134,3.73,aso,4061.0,66.42,0
62528,4.23,11.27,142,4.93,ili,4066.0,62.68,0
148476,4.28,10.53,304,0.0,yunus,4072.0,77.3,0
94565,2.05,14.34,244,3.69,naka,4073.0,70.9,0
50861,3.33,38.72,811,0.62,goon,4076.0,51.17,0
116288,0.0,7.73,621,2.25,sakurai,4076.0,81.64,0
34636,0.0,7.96,314,2.55,diwan,4080.0,82.8,0
45637,0.0,7.13,505,5.35,fukui,4082.0,77.03,0
70773,0.0,39.72,360,0.0,kol,4098.0,56.39,0
140303,3.13,31.25,224,12.05,veda,4099.0,50.89,0
99519,1.63,7.93,429,8.39,osceola,4124.0,73.89,0
94594,0.0,5.73,1465,2.32,nakayama,4134.0,82.46,0
11673,1.51,8.03,859,4.19,bia,4137.0,84.05000000000000,0
85728,0.0,4.91,2038,4.66,matsuda,4139.0,79.24,0
136093,0.0,2.64,2236,0.58,trang,4142.0,95.04,0
44252,0.0,8.72,149,6.71,fortaleza,4150.0,79.19,1
147913,0.0,20.19,208,2.4,yea,4153.0,72.6,0
122107,0.0,14.85,478,2.09,shahi,4154.0,77.2,0
2354,0.0,4.24,1369,7.45,aguinaldo,4155.0,81.96,0
63306,0.0,7.22,859,1.05,iwata,4156.0,83.12,0
122942,4.09,3.59,4958,1.07,shim,4157.0,86.81,0
132156,0.0,9.54,755,3.97,takagi,4162.0,79.74,0
91493,10.29,15.04,379,4.22,moh,4167.0,67.28,0
61905,3.83,12.65,2562,0.0,husain,4185.0,76.66,0
11621,0.0,4.48,134,0.0,bharati,4189.0,88.81,0
126526,0.0,2.95,982,2.75,sou,4200.0,89.61,0
128075,3.73,26.12,268,0.0,stately,4200.0,57.84,0
140575,0.0,1.02,1082,0.0,venkatesh,4200.0,97.04000000000000,0
63730,2.36,34.5,1484,0.0,jamil,4202.0,54.58,0
85169,2.25,4.94,445,0.0,masaki,4214.0,83.37,0
63595,0.0,16.12,397,1.51,jahangir,4215.0,75.82,0
62087,1.56,17.13,835,0.0,hy,4239.0,79.04,0
123270,0.0,5.8,276,0.0,shou,4239.0,93.12,0
64617,0.0,2.25,1513,0.33,jha,4248.0,94.98,0
55390,0.0,11.67,2030,3.94,harada,4255.0,74.78,0
133283,8.09,14.71,136,15.44,tem,4263.0,58.82,0
89773,0.0,9.91,1735,2.65,mian,4264.0,82.25,0
23244,0.41,4.22,6084,1.53,chaudhry,4268.0,90.70000000000000,0
73617,0.0,0.0,205,3.9,kurosawa,4274.0,87.8,0
109188,7.9,29.08,595,7.9,rami,4285.0,53.45,0
61224,0.0,0.0,120,0.0,huai,4293.0,95.83,0
12585,0.32,3.84,1902,0.79,biswas,4293.0,91.43000000000000,0
149434,0.0,1.43,7605,0.21,zeng,4297.0,97.48,0
85966,0.0,2.93,1023,0.49,maung,4304.0,92.96,0
135157,0.0,34.18,158,0.0,tok,4305.0,61.39,0
109410,0.0,7.58,132,5.3,ranches,4320.0,78.03,0
95560,12.83,19.91,226,15.04,nene,4327.0,50.44,1
7241,0.0,6.57,487,2.67,baloch,4328.0,79.06,0
29400,0.0,2.97,202,0.0,dalit,4331.0,92.08,0
94518,0.3,3.12,3047,0.39,naik,4333.0,93.96,0
122403,0.0,1.86,537,0.0,shastri,4336.0,95.34000000000000,0
133214,1.97,21.97,305,0.0,tek,4353.0,71.15,0
63339,0.0,9.57,648,4.78,izumi,4356.0,76.23,0
147483,0.0,0.0,179,0.0,xa,4367.0,96.65,0
123697,4.85,20.66,392,3.32,sie,4368.0,67.6,0
148826,0.97,9.42,3694,0.84,zaman,4368.0,84.87000000000000,0
80075,0.6,8.53,3645,11.58,loo,4375.0,68.09,0
148651,0.0,7.42,1859,1.67,zafar,4393.0,83.38,0
70689,0.37,28.14,2150,0.79,kohli,4414.0,68.23,0
91260,1.86,16.91,485,24.54,moa,4417.0,50.1,0
95975,0.23,2.22,4827,3.05,nez,4418.0,92.23000000000000,0
7317,5.47,29.35,201,3.98,balu,4423.0,61.19,0
134998,4.57,6.85,219,4.57,toa,4427.0,74.43,0
94780,0.46,2.38,2188,0.0,narayanan,4448.0,95.29,0
91160,0.0,8.5,1329,5.94,miura,4472.0,75.47,0
101875,8.4,4.2,119,13.45,patio,4483.0,73.11,1
73888,0.12,1.88,5637,0.75,kwong,4487.0,94.94,0
130834,4.37,3.75,801,0.0,sundar,4493.0,83.9,0
73611,1.35,7.76,593,5.9,kuroda,4498.0,75.38,0
117800,4.33,10.94,393,9.16,sau,4505.0,71.25,0
133841,0.0,2.71,2328,1.16,thapa,4509.0,92.57,0
46730,0.79,3.62,635,0.0,ganguly,4511.0,90.55,0
24298,0.0,3.17,1011,7.52,chum,4518.0,86.94,0
3674,18.64,10.73,177,0.0,ansar,4525.0,59.32,0
58704,0.0,6.27,1149,3.22,higashi,4539.0,76.33,0
114597,0.0,4.57,1706,4.81,roxas,4543.0,85.58,0
122867,0.0,6.92,477,2.1,shibuya,4553.0,78.2,0
54644,6.51,32.84,1352,0.0,halim,4560.0,52.74,0
35684,0.0,7.0,500,5.4,dou,4563.0,83.8,0
30082,10.79,20.61,1446,3.94,dass,4565.0,56.020000000000000,0
54301,9.14,19.66,580,2.24,hafiz,4566.0,61.03,0
79810,1.18,6.19,1357,0.74,loi,4571.0,89.02,0
47565,0.0,2.3,1568,0.38,gautam,4588.0,94.77,0
96846,0.0,7.36,1453,2.82,nomura,4591.0,78.18,0
94722,0.0,4.35,161,3.73,nao,4600.0,80.75,0
24262,0.0,4.24,165,8.48,chuan,4611.0,85.45,0
6146,1.05,7.67,665,2.26,azhar,4615.0,86.32,0
37379,0.0,4.19,1932,2.54,dy,4619.0,88.82,0
117124,0.0,3.17,1262,1.03,sangha,4620.0,90.97,0
106691,0.0,1.64,305,0.0,pradeep,4621.0,96.72,0
127459,0.0,1.76,683,1.46,srinivas,4644.0,95.02,0
81259,1.68,9.4,713,2.38,lun,4659.0,82.89,0
70738,0.0,4.74,950,2.0,kojima,4679.0,87.47,0
91099,0.0,13.11,183,9.84,mito,4687.0,66.67,0
149592,0.0,0.93,1513,0.0,zhuang,4693.0,98.02,0
66817,0.0,10.59,170,0.0,kashima,4695.0,72.35,0
2331,0.0,16.81,113,0.0,agni,4695.0,76.11,0
29661,0.34,1.75,30389,0.76,dang,4697.0,95.03,0
75896,8.25,28.29,2011,0.0,latif,4703.0,55.3,0
99772,1.21,7.96,1984,4.94,ota,4708.0,75.6,0
147657,0.0,6.21,2480,3.27,yamashita,4718.0,78.83,0
46701,0.54,2.06,1115,0.0,ganesan,4718.0,96.41,0
1976,3.18,0.0,220,7.27,alhambra,4723.0,82.27,0
126356,1.67,4.45,539,5.94,sor,4744.0,83.86,0
5153,5.67,28.01,282,4.26,asi,4749.0,54.96,0
40284,7.14,9.71,350,4.57,eto,4760.0,70.29,0
130987,0.0,11.1,1531,11.5,suri,4768.0,72.96,0
23083,8.23,5.06,316,0.0,charan,4771.0,71.84,0
61209,0.0,1.94,6382,0.67,hsieh,4778.0,93.73,0
53400,0.76,38.44,921,1.41,gul,4782.0,52.33,0
134947,3.81,4.35,2255,1.2,tiwari,4784.0,88.38000000000000,0
65783,4.27,7.69,351,3.99,kalam,4787.0,80.91,0
148446,0.0,5.34,131,12.21,yui,4791.0,78.63,0
147733,5.07,39.43,454,0.0,yann,4792.0,51.32,0
83868,7.41,2.78,432,0.0,manohar,4800.0,86.57,0
22833,1.86,15.46,485,3.71,chak,4808.0,76.7,0
123410,0.38,2.74,3176,0.0,shukla,4809.0,94.58,0
11666,0.0,4.06,320,1.88,bhushan,4813.0,89.69,0
108031,0.0,0.84,4424,0.0,qiu,4828.0,98.21,0
94580,0.0,7.84,2232,3.58,nakano,4829.0,79.39,0
63111,0.0,7.63,1873,4.27,ishii,4831.0,75.12,0
133094,0.0,8.66,127,7.87,tecumseh,4836.0,66.93,0
141803,0.0,0.0,126,3.97,vivek,4838.0,96.03,0
121558,38.05,0.0,205,3.9,seon,4844.0,50.73,0
96474,0.0,1.57,637,0.94,ninh,4846.0,95.29,0
93955,1.03,6.94,1268,0.0,murthy,4847.0,89.43,0
36332,0.99,6.2,1710,1.58,duan,4890.0,90.23,0
24078,0.0,34.15,325,1.54,chor,4892.0,60.31,0
78211,0.0,15.09,2995,2.3,lian,4894.0,80.37,0
93349,2.6,21.04,385,0.0,mufti,4897.0,70.39,0
115910,15.17,16.5,1279,0.0,sadiq,4900.0,58.09,0
138442,19.24,6.74,1024,3.22,usman,4907.0,65.63,0
24260,0.0,2.55,4309,3.2,chua,4923.0,91.13,0
115488,2.25,18.47,222,0.0,ry,4934.0,75.23,0
36328,8.26,9.57,763,0.0,dua,4939.0,77.33,0
110621,0.51,12.81,3311,1.48,rehman,4943.0,81.48000000000000,0
107921,0.0,30.3,231,4.76,putra,4958.0,61.04,0
91184,0.0,6.99,2159,4.17,miyamoto,4961.0,77.91,0
123002,0.0,8.24,340,5.59,shing,4968.0,81.18,0
116763,0.0,26.79,112,0.0,sameer,4972.0,66.07,0
109021,0.0,0.0,153,0.0,rajeev,4977.0,94.12,0
66365,0.0,2.81,6018,0.66,kao,4980.0,93.09,0
137861,0.0,6.35,835,1.92,ueda,4982.0,85.87,0
83166,0.41,4.55,3206,1.22,malhotra,4984.0,90.90000000000000,0
11629,0.0,4.97,523,0.0,bhaskar,4987.0,92.35,0
56499,1.8,20.44,778,1.41,hayat,4987.0,70.05,0
77604,0.0,5.88,9094,2.28,leong,4990.0,81.96,0
6892,0.0,12.48,1010,0.0,bakshi,4994.0,84.36,0
62490,0.22,6.32,2675,3.14,ikeda,5016.0,79.4,0
82688,2.32,15.25,5384,1.65,mahmood,5038.0,75.8,0
82604,0.0,3.12,513,0.0,mahadevan,5057.0,94.54,0
64973,3.7,11.11,135,3.7,jinnah,5058.0,80.74,0
108818,8.73,0.0,252,0.0,raghu,5068.0,84.52000000000000,0
59012,3.86,11.27,648,6.02,hin,5087.0,77.31,0
103976,0.19,1.28,37836,0.65,phan,5093.0,95.86,0
137826,3.03,20.0,165,4.85,uda,5101.0,59.39,0
116096,0.94,7.26,2660,1.02,saha,5109.0,88.23,0
63811,1.12,17.19,1704,0.82,jani,5119.0,78.11,0
4043,1.89,5.93,371,8.63,araneta,5139.0,79.51,0
96396,0.0,24.12,311,7.4,niko,5139.0,55.31,0
6050,10.09,17.11,1823,0.93,aye,5161.0,70.16,0
122911,0.0,2.15,4935,0.3,shih,5194.0,94.1,0
91176,0.0,5.33,338,7.99,miyagi,5199.0,79.29,0
36730,0.0,8.37,215,23.72,dulce,5205.0,64.19,1
22778,0.42,1.86,2628,1.22,chae,5218.0,94.79,0
104145,0.22,1.26,2230,0.67,phu,5232.0,96.59,0
59854,0.0,13.02,192,0.0,hoi,5234.0,81.77,0
95099,0.0,5.63,1208,1.41,nawaz,5235.0,87.91,0
97622,15.06,6.49,478,5.65,oba,5242.0,64.85,0
109464,0.0,10.39,154,3.25,ranga,5249.0,84.42,0
72976,0.0,5.63,1280,9.77,kuan,5255.0,82.19,0
5157,0.0,5.35,1403,1.21,asif,5268.0,90.31,0
59383,4.39,5.64,319,3.13,hoa,5271.0,85.58,0
6916,0.0,0.92,868,0.0,balaji,5280.0,98.04,0
132110,9.63,16.48,1984,0.0,tahir,5284.0,66.58,0
110080,8.3,27.39,482,0.0,razak,5302.0,56.22,0
122597,0.0,3.4,235,0.0,shekhar,5319.0,93.62,0
63680,4.21,34.1,522,2.68,jalal,5328.0,52.87,0
131244,2.39,3.43,670,0.0,swamy,5395.0,86.42,0
93814,0.0,2.01,746,0.0,murali,5403.0,95.58,0
37280,0.0,10.92,174,2.87,duterte,5412.0,71.26,0
96186,0.52,20.75,1725,0.87,nie,5421.0,76.64,0
121474,0.0,37.56,4563,5.19,seng,5422.0,54.83,0
56057,0.0,5.79,2694,3.08,hashimoto,5431.0,76.5,0
109491,2.99,0.0,234,0.0,ranjit,5435.0,89.74,0
97967,15.99,22.68,269,2.23,odo,5466.0,56.13,0
134190,2.47,1.23,1378,0.0,thong,5470.0,92.53,0
142512,3.86,10.63,1712,0.0,wada,5511.0,74.07,0
3676,6.16,23.3,4679,1.88,ansari,5513.0,61.41,0
96767,0.0,3.63,2427,5.64,noh,5516.0,88.17,0
108409,0.82,5.77,6966,1.74,qureshi,5530.0,87.4,0
135978,5.51,8.16,490,0.0,tra,5536.0,81.84,0
89777,0.0,2.27,1677,0.54,miao,5538.0,95.23,0
57678,0.0,11.78,3819,3.04,heng,5556.0,82.69,0
121347,2.5,23.94,919,4.9,sem,5560.0,65.94,0
45627,0.0,6.69,1719,2.85,fujita,5561.0,82.2,0
93810,0.0,7.39,2830,3.89,murakami,5568.0,79.15,0
96526,0.0,8.64,718,4.18,nishi,5568.0,77.99,0
60455,11.26,11.5,835,0.0,hoo,5569.0,59.76,0
141723,0.0,2.4,1334,0.0,viswanathan,5579.0,95.43,0
8050,19.31,12.41,145,8.97,barnabas,5583.0,53.1,0
134528,0.28,7.67,2125,0.42,tien,5584.0,87.81,0
133999,0.0,2.73,1024,1.95,thi,5618.0,91.31,0
148054,0.0,0.0,123,0.0,yeong,5633.0,94.31,0
81576,1.54,1.18,29891,0.95,ly,5634.0,94.62,0
13330,0.0,4.59,218,0.0,bluebird,5651.0,89.45,0
109092,0.29,1.64,2074,0.24,ramachandran,5657.0,96.09,0
95147,3.63,9.38,992,3.63,nazir,5665.0,77.32,0
121126,0.0,13.38,755,32.45,sein,5668.0,51.52,0
78680,0.0,29.32,382,3.14,limbo,5690.0,64.4,0
11753,1.29,11.85,2009,0.0,bibi,5699.0,82.53,0
132670,3.64,3.7,1702,1.0,tariq,5712.0,89.07,0
24063,0.0,4.23,1819,2.86,choo,5716.0,85.54,0
135965,0.0,5.38,1003,5.08,toyama,5726.0,78.66,0
66043,3.38,30.83,266,0.0,kalyan,5727.0,63.16,0
82174,0.0,24.82,1257,11.22,madan,5731.0,60.7,0
5424,0.0,5.74,209,0.0,ath,5755.0,89.47,0
137200,0.0,7.3,178,11.8,tui,5759.0,67.98,0
92248,1.39,5.32,1803,11.65,moo,5768.0,78.82000000000000,0
108093,0.0,1.12,982,0.61,quang,5774.0,94.3,0
6554,0.47,2.81,2990,0.4,baek,5778.0,95.32,0
122124,0.49,5.15,6063,1.2,shaikh,5792.0,90.12,0
34202,0.0,0.0,170,0.0,dinesh,5801.0,97.65,0
98358,0.0,5.17,116,0.0,okayama,5835.0,86.21,0
23242,0.0,3.45,2752,0.91,chaudhary,5854.0,91.61,0
148149,0.0,2.27,6208,1.69,yip,5858.0,93.25,0
73385,0.0,3.47,173,4.62,kumamoto,5887.0,84.97,0
50887,3.95,5.26,152,5.92,gopi,5919.0,79.61,0
123063,0.0,25.86,116,0.0,shiraz,5920.0,61.21,0
101080,0.57,6.21,1224,3.84,pao,5930.0,84.64,0
1063,6.16,18.96,422,0.0,adil,5941.0,67.3,0
134419,9.09,6.95,374,10.96,tia,5956.0,66.84,0
133419,0.0,4.39,1550,26.26,teo,5964.0,62.65,0
12784,0.0,4.11,438,3.65,blackwater,5966.0,89.5,0
61709,0.0,14.24,337,5.34,hummingbird,5974.0,73.59,0
8709,0.0,6.57,1675,1.25,basu,5981.0,86.63,0
94426,1.25,8.25,400,1.75,nag,5985.0,85.0,0
137020,0.57,2.17,6860,0.82,tsang,5995.0,94.39,0
39550,0.0,4.67,150,0.0,eo,5999.0,90.67,0
6780,5.12,16.82,3377,2.01,bains,6000.0,73.61,0
9061,5.7,27.46,386,7.77,bayan,6003.0,55.18,0
137079,0.0,1.86,3168,0.76,tsui,6021.0,94.48,0
33825,9.19,19.63,805,1.24,dieu,6029.0,68.57,0
11635,0.24,3.08,5349,0.58,bhatt,6033.0,93.66,0
36870,1.92,4.57,416,0.0,dung,6066.0,87.5,0
96694,1.89,4.72,318,8.81,noche,6073.0,77.99,0
98346,0.0,6.44,1987,2.87,okada,6094.0,81.43,0
59354,0.0,3.75,293,0.0,hla,6095.0,93.17,0
111703,2.91,7.89,824,0.0,rho,6110.0,86.65,0
4517,3.32,12.91,1719,0.0,arif,6114.0,77.55,0
23253,0.27,2.66,2975,0.47,chauhan,6165.0,93.55,0
100859,4.29,7.9,443,18.51,pancho,6180.0,62.76,1
8636,0.0,4.25,541,0.92,basra,6185.0,90.57,0
133356,0.0,2.3,3433,1.86,teng,6186.0,92.98,0
116251,0.0,6.53,2741,3.43,sakamoto,6193.0,78.26,0
82598,3.62,9.92,2571,2.72,mah,6193.0,76.0,0
32397,4.31,25.54,1578,2.47,deo,6194.0,59.51,0
123257,28.92,3.99,1404,2.07,shorty,6201.0,63.82,0
61227,0.0,8.47,248,5.24,huan,6235.0,85.08,0
11638,0.0,2.77,1661,0.6,bhattacharya,6256.0,93.56,0
82887,8.42,23.92,1200,0.0,majid,6265.0,57.33,0
132183,0.0,7.25,1213,3.38,takeda,6294.0,83.1,0
113805,0.55,3.25,1444,0.48,rong,6298.0,94.94,0
82249,0.0,4.91,163,0.0,madhu,6310.0,87.12,0
64183,0.0,6.52,1627,1.54,javed,6322.0,88.38,0
140497,0.0,13.54,362,6.08,ven,6323.0,77.9,0
147522,0.0,0.0,445,0.0,xuan,6327.0,97.53,0
66823,0.0,7.69,117,0.0,kashmiri,6330.0,82.91,0
73850,3.88,4.85,206,0.0,kwang,6334.0,86.41,0
79514,0.0,6.25,496,6.65,loc,6350.0,84.07,0
147511,0.48,2.02,1240,0.0,xing,6352.0,96.61,0
30514,2.44,12.07,696,1.01,deb,6359.0,81.75,0
136078,0.1,1.35,188498,0.81,tran,6360.0,96.03,0
106683,0.44,2.22,1350,0.0,prabhu,6365.0,94.07,0
148226,1.13,3.15,444,0.0,yom,6368.0,93.24,0
64992,0.0,40.54,111,0.0,jodie,6385.0,54.05,0
147642,0.0,10.89,459,4.79,yamagata,6400.0,71.24,0
12723,0.0,37.47,475,2.32,blackbird,6411.0,53.26,0
50282,0.52,5.56,1528,1.11,goh,6423.0,88.61,0
94514,2.78,4.16,1513,1.39,naidu,6424.0,82.55000000000000,0
145038,0.0,23.21,224,2.23,whitewater,6445.0,60.71,0
30887,0.0,0.0,216,0.0,deepak,6453.0,97.69,0
96858,0.0,2.64,758,0.79,nong,6456.0,93.27,0
147523,0.0,1.51,3248,0.0,xue,6456.0,97.88,0
37300,0.0,3.75,1948,0.72,dutta,6464.0,91.94,0
98316,0.0,8.21,207,0.0,oi,6481.0,84.06,0
147774,0.81,4.62,4590,3.03,yap,6484.0,82.79000000000000,0
93670,11.3,28.03,239,0.0,mundi,6486.0,55.23,0
94688,1.68,1.4,358,2.51,nang,6487.0,92.46,0
6117,1.37,11.46,1536,1.43,azam,6495.0,80.99,0
71163,0.0,4.81,4923,1.87,koo,6504.0,90.72,0
94677,3.21,4.81,499,12.22,nandi,6504.0,78.16,0
23890,0.0,21.16,189,10.05,chippewa,6530.0,60.85,0
72040,3.17,0.0,221,0.0,kpa,6531.0,93.21,0
82650,0.0,5.96,151,0.0,mahendra,6532.0,90.73,0
63594,0.0,6.71,1386,0.0,jahan,6538.0,89.32,0
82325,0.0,6.97,2181,16.83,maeda,6539.0,67.26,0
109036,0.0,3.57,897,1.34,rajput,6541.0,91.75,0
147875,0.0,2.31,3033,2.57,yau,6558.0,92.55,0
100874,0.47,2.75,1706,0.53,pandey,6575.0,94.38000000000000,0
56497,0.0,7.75,2992,2.87,hayashi,6586.0,78.34,0
98960,0.0,3.0,1601,0.87,oo,6587.0,92.88,0
141570,0.0,0.0,287,0.0,vinod,6613.0,96.52,0
108021,10.32,20.24,504,1.98,qasim,6635.0,57.34,0
100462,0.0,6.6,2136,1.26,pai,6638.0,87.03,0
94673,0.81,5.68,1109,1.98,nanda,6683.0,87.64,0
98343,3.34,10.61,867,5.54,oka,6683.0,68.4,0
73497,0.0,2.6,7426,0.65,kuo,6684.0,92.62,0
964,0.31,1.59,2575,0.35,acharya,6685.0,94.68000000000000,0
123512,0.0,0.0,153,0.0,shyam,6698.0,88.89,0
60825,0.69,2.01,5978,1.04,hossain,6700.0,93.88000000000000,0
139942,0.0,1.88,373,0.0,varanasi,6701.0,95.71000000000000,0
132814,1.19,4.58,1593,0.0,tat,6712.0,91.96,0
141883,0.16,1.4,36236,0.61,vo,6713.0,96.11,0
145297,15.07,14.38,146,0.0,wie,6728.0,68.49,0
23375,0.76,3.32,4973,3.46,chee,6729.0,87.33,0
64452,0.0,1.55,4253,0.87,jeon,6732.0,96.17,0
83870,0.0,0.0,254,0.0,manoj,6766.0,97.64,0
55340,7.14,8.93,168,7.74,hanuman,6777.0,68.45,0
4979,2.11,13.55,996,2.61,arya,6799.0,77.31000000000000,0
116219,0.0,8.68,4367,16.67,saito,6810.0,66.41,0
149584,0.0,0.57,3661,0.27,zhen,6817.0,98.63,0
